excelan inc sets initial stock offer,excelan inc said making initial public offering shares common stock dlrs per share excelan said mln shares sold company shares sold stockholders excelan designs manufactures products
ccx network secondary offering underway,ccx network inc said offering shares stock dlrs share though underwriters stephens inc cazenove inc company said selling stock behalf shareholders including recently received shares company exchange businesses company said receiving proceeds offering
first union files mln dlr notes issue,first union corp said filed securities exchange commission proposed offering mln dlrs fixed rate subordinated notes due notes sold nationwide underwriters managed shearson lehman brothers inc
owens minor inc raises qtly dividend,qtly div eights cts vs cts prior pay march record march
computer language research qtr,shr loss cts vs loss cts net loss vs loss revs mln vs mln qtly div three cts vs three cts prior year shr profit two cts vs profit cts net profit vs profit revs mln vs mln dividend payable april one shareholders record march
qtr net,shr cts vs cts net mln vs sales mln vs mln avg shrs vs year shr dlrs vs dlrs net mln vs mln sales mln vs mln avg shrs vs
du pont co launches improved aramid fibers,du pont co said devloped new generation aramid fibers stiffer less absorbant previous generations du pont said new product kevlar pct stiffer first generation aramids absorbs less half moister similar aramid fibers kevlar invented du pont late five times stronger steel times stronger aluminum equal wieght basis used replace metals variety products according company
standard trustco sees better year,standard trustco said expects earnings increase least pct dlrs dlrs per share recorded stable interest rates growing economy expected provide favorable conditions growth president brian told shareholders annual meeting standard trustco previously reported assets billion dlrs billion dlrs return common equity pct last year pct
handy harman qtr loss,shr loss cts vs loss three cts net loss vs loss rev mln vs mln months shr loss cts vs profit cts net loss vs profit rev mln vs mln net loss qtr includes charge restructuring mln dlrs tax cts share net loss includes tax special charge mln dlrs cts share
ico producers present new coffee proposal,international coffee organization ico producing countries present proposal reintroducing export quotas months april firm undertaking try negotiate september future quota distribution new basis ico delegates said distribution april would unchanged basis earlier producer proposal includes shortfall redistributions totalling mln bags said resumption ico contact group meeting consumers scheduled evening postponed tomorrow delegates said
shultz says resignation iran report,secretary state george shultz acknowledged failings iran arms affair declared would resign role scandal scarred reagan administration attracted harsh criticism tower commission report affair published today shultz travelling china visit refused comment directly report published left washington repeated done since crisis broke last november going resign wipe slate said
lines sets asset transfer,mclean industries united states lines inc subsidiary said agreed principle transfer south american service arranging transfer certain charters assets crowley mariotime corp american transport lines inc subsidiary u lines said negotiations contract expected completed within next week terms conditions contract would subject approval various regulatory bodies including u bankruptcy court
chemlawn rises hopes higher bids,chemlawn corp chem could attract higher bid dlrs per share offered waste management inc wnx wall street arbitrageurs said shares chemlawn shot trading mln mln shares changing hands late afternoon company could go times cash flow dlrs maybe dollars depending whether competing bidder arbitrageur said waste tender offer announced opening today expires march totally surprise said debra strohmaier chemlawn spokeswoman board held regularly scheduled meeting today discussing waste management announcement said statement expected certain would ready unable say prior contact waste management chemlawn officials think resist said elliott schlang analyst prescott ball turben inc company like surprise attack would arbitrageurs pointed difficult resist tender offers shares cash schlang said chemlawn could try find white knight want acquired waste management analyst rosemarie morbelli ingalls snyder said servicemaster companies l p svm rollins inc rol examples companies could interested chemlawn two mln customers largest u company involved application fertilizers pesticides herbicides lawns waste management involved removal wastes schlang said customer base could valuable another company wants capitalize strong residential commercial distribution system schlang morbelli noted high growth rates catapulted share price stock languished rate growth slowed schlang said profits concentrated fourth quarter chemlawn earned dlrs per share full year dlrs fourth quarter morbelli noted chemlawn competes thousands individual entrepreuers offer lawn garden care sevice
sugar imports week usda,sugar imports subject u sugar import quota week ended january initial week sugar quota year totaled short tons versus tons previous week agriculture department said sugar import quota quota year set short tons compared tons quota year extended three months december department said customs service reported weekly cumulative imports reported actual weight basis final polarizations received cumulative import data adjusted accordingly
brazil plan limps anniversary,inflation plan initially hailed home abroad saviour economy limping towards first anniversary amid soaring prices widespread shortages foreign payments crisis announced last february plan froze prices fixed value new cruzado currency ended widespread indexation economy bid halt pct inflation rate within year plan collapsed situation worse although inflation least economy worked leading bank economist said crumbling plan accompanied dramatic reversal foreign trade account annual trade surpluses sufficient cover billion dlrs needed service billion dlr foreign debt first nine months seemed target repeat monthly surpluses averaging one billion dlrs exports diverted imports increased avoid domestic shortages trade surplus plunged mln dlrs october since averaged mln
official foreign reserves fall january,new official foreign reserves fell billion n z dlrs january billion dlrs december compared billion year ago period reserve bank said weekly statistical bulletin
agency reports ships waiting panama canal,panama canal commission u government agency said daily operations report backlog ships waiting enter canal early today next two days expects scheduled average waiting time tomorrow super tankers regular vessels north hrs hrs south hrs hrs
america first mortgage sets special payout,america first federally guaranteed mortgage fund two said making special distribution cts per exchangeable unit includes cts return capital cts income gains
republicans eye bigger conservation reserve,group republican governors members congress said intended explore expanding conservation reserve program mln acres current law mln acres erodible land must enrolled program end fiscal republican task force farm rural america headed senate majority leader robert dole kan said would consider drafting legislation increase reserve mln acres sen charles grassley told would offer bill expand reserve mln acres
arvin inds promotes evans president,arvin industries inc said l k evans elected president succeeding james baker remains chairman evans executive vice president
emhart corp qtly dividend,qtly div cts vs cts prior payable march record march nine
data point capital spending slowdown,surprise pct drop u january durable goods orders points slowdown capital spending could presage lackluster real growth u economy first quarter economists said total orders excluding volatile defense sector falling record pct economists agreed report painted bleak picture u economy stressed tax reform laws may primary factor behind drop orders business capital investment rather gloomy outlook economy said david wyss data resources inc particularly impressed pct drop capital goods orders may sign businesses reacting adversely tax reform thought commerce department pointed record pct decline new orders machinery led declines office computing equipment orders economists said drop computer orders may response lengthening depreciation schedules end investment tax credit new tax laws expensive invest used people much wyss said increases durable goods orders end reinforced view businesses anticipated changing tax laws economists said november durable goods orders rose pct increased pct revised upwards previously reported pct acknowledged huge january drop caused tax reform took place january far greater actual gains took place november december said bill sullivan dean witter reynolds inc economy weakening bent early year report definitely points sluggish capital spending next couple quarters said donald maude midland montagu capital markets inc maude pointed continuing decline order backlogs evidence outlook new orders improving november order backlogs rose pct december fell pct january pct said suggests orders pipeline depleting may quickly translate drop production midland maude said wyss cautioned much made report given reports reflected strength acknowledged decline occurred despite pct rise defense orders compared pct decline december also noted pct drop january shipments compared pct rise december given numbers reason fed tighten data wyss said reason ease unless see numbers like fed wait see added sullivan predicted fed ease easter people talking recession fed easing fed ease ensure global growth
senators introduce export licensing reform bill,sens alan cranston daniel evans said introduced export licensing reform legislation could save u companies hundreds thousands dollars annually emphasis decontrol items actions endanger national security eliminate department de facto veto authority licensing process cranston said reforms reduce licensing requirements pct told reporters convinced rational licensing process boost exports u export controls intended deny eastern bloc countries access technology could military capabilities refocusing control resources higher levels technology technology truly critical better job preventing diversion critical technology adversaries promoting exports cranston said cannot expect continue play leading role new technology development future unduly restrict activities u firms world evans told reporters
international cites strong prospects,international inc reporting operating loss january second quarter said prospects balance fiscal year remain good said orders harris graphics subsidiary acquired june continue run strong pace six months orders rose pct corresponding period annualized basis running mln dlrs backlog harris pct beginning fiscal year said international said old division expected benefit recent new product introductions decline value dollar research development engineering expenditures fiscal mln dlr range company said allocated another mln dlrs capital expenditures earlier reported fourth quarter operating loss two cts share compared profits seven cts share year ago revenues rose mln dlrs mln dlrs
ccc credits honduras switched white corn,commodity credit corporation ccc announced mln dlrs credit guarantees previously earmarked cover sales dry edible beans honduras switched cover sales white corn u agriculture department said department said action reduces coverage sales dry edible beans dlrs creates new line mln dlrs sales white corn sales credit guarantee line must registered shipped september said
assets money funds rose week,assets money market mutual funds increased mln dlrs week ended yesterday billion dlrs investment company institute said assets institutional funds rose mln dlrs billion dlrs general purpose funds rose mln dlrs billion dlrs funds rose mln dlrs billion dlrs
gulf barge freight rates call,gulf barge freight rates firmed outlook steady vessel loadings gulf increasing demand barges supply ships dealers said barges traded today st louis exchange call session versus yesterday quotes included delivery week illinois river joliet pct tariff bid offered next week river ex chicago quoted percentage points next week mississippi river st louis pct bid offered five points next week ohio river owensboro south pct bid offered points station illinois river south chicago pct bid offered comparison march illinois ex chicago pct bid offered points march ohio river bid traded level pct offered march lower mississippi river memphis cairo pct bid offered comparison may illinois river ex chicago pct bid offered comparison sept nov lower mississippi river memphis cairo pct bid offered sept dec section pct bid offered comparison
argentina could suspend debt payments deputy,argentina could suspend payments foreign debt creditor banks reject billion dlr loan request meet growth targets ruling radical party deputy raul baglini told local radio station argentina discard use moratorium negotiations produce result guarantees growth country added baglini observer negotiations new york steering committee creditors banks told radio del plata telephone interview banks divided loan request baglini said result scheduled second day talks postponed said argentina prepared follow example brazil last week declared moratorium interest payments large portion billion dlr foreign debt prime objective renegotiating debt maintain growth targeted four pct baglini said debtor nations take pockets commercial balance meet interest payments added
key tax writers seek estate tax curbs,chairmen senior republican members house senate tax writing committees proposed legislation curb estate tax deduction sales stock employee stock ownership plan proposal would raise federal revenues billion dlrs fiscal year period adopted congress would effect transactions sept plan proposed house ways means committee chairman dan rostenkowski rep john duncan senate finance committee chairman lloyd bentsen sen bob packwood statement rostenkowski said estate tax deduction enacted last year part tax reform bill broad would cost governmet seven billion dlrs four years narrower deduction would cost government less mln dlrs years said designed avoid sham transactions allowed estates avoid taxes transferring stock esops senate finance committee chairman lloyd bentsen said statement tax reform act contains provision allows many wealthy individuals avoid federal estate tax entirely die added provision intended encourage estates sell stock employee stock ownership plans way promoting worker ownership however provision meant broad enough reduce federal revenues much currently estimated added bill introduced today calls modification provision accordance intended purpose
treasury balances fed rose feb,treasury balances federal reserve rose feb billion dlrs billion dlrs previous business day treasury said latest budget statement balances tax loan note accounts fell billion dlrs billion dlrs respective days operating cash balance totaled billion dlrs feb compared billion dlrs feb
wilson seeks temporary borrowing,canadian finance minister michael wilson said use temporary authority financial administration act borrow additional mln dlrs next treasury bill auction statement wilson said action would permit government proceed debt program period sufficient borrowing authority granted parliament cover needs ottawa announced previously seeking parliamentary approval additional authority cover financing increase foreign reserves
gulf applied sells sees gain,gulf applied technologies inc said sold pipeline terminal operations units mln dlrs record gain mln dlrs first quarter added federal taxes owed transaction offset operating loss carryovers
farmers group inc qtr net,shr cts vs cts net vs revs mln vs mln year shr dlrs vs dlrs net vs revs billion vs mln avg shrs vs
potomac electric power co jan net,shr cts vs cts net vs revs vs avg shrs mln vs mln mths shr dlrs vs dlrs net vs revs billion vs billion avg shr mln vs mln latest mths net includes gain cts per share sale virginia service territory dominion resources inc
springboard deal,springboard software inc said signed contract international technology development corp provide software designers programmers project supervisors technical support personnel springboard international technology based san francisco shanghai china employs chinese computer specialists
buys gulfex undisclosed amount,cofab inc said acquired gulfex inc fabricator custom process vessels energy petrochemical industries cofab said group companies manufacture specialized cooling lubricating systems oil gas petrochemical utility pulp paper marine industries
weekly soybean crush bushels,reporting members national soybean processors association nspa crushed bushels soybeans week ended feb compared bushels previous week week association said said total crushing capacity members bushels vs last week bushels last year nspa also said u soybean meal exports week tonnes vs tonnes week ago compared tonnes week nspa said figures include nspa member firms
schult homes offering priced five,underwriters said initial offering schult homes corp units made five dlrs per unit underwriters managed janney montgomey scott inc woolcott co inc said unit consits one common share one warrant purchase common share dlrs per share september one thereafter dlrs per share march underwriters granted option units said company use proceeds pay portion subordinated note payable inland steel urban development corp issued connection acquisition schult inland based elkhart ind schult oldest manufactured home producer
tultex corp sets quarterly dividend,qtly div eights cts vs eight cts prior pay april one record march
burlington gets mln dlr contract,burlington menswear new york city division burlington industries inc received mln dlr defense contract mln yards tropical cloth defense logistics agency said
rockwell gets mln dlr contract,rockwell international corp received mln dlr contract work bomber current fiscal year air force said
atico financial corp qtr net,shr cts vs dlrs net vs mln revs mln vs mln year shr cts vs dlrs net vs mln revs mln vs mln qtr yr amounts include acquisition pct common atico formerly peninsula federal savings loan association january qtr yr net include net gain mln dlrs dlrs per share exchange common pan america banks inc common ncnb corp purusant merger companies
ico exporters modify new proposal,international coffee organization ico exporters modify new proposal quota resumption presenting importers tomorrow ico delegates said change discussed tonight informally among producers follows talks formal producer session producer splinter group affect proposed quota distribution months april one said proposed would still include shortfall declarations said
u.s. commercial paper falls 375 mln dlrs in feb 18 week, fed says ,
n.y. business loans fall 195 mln dlrs in feb 18 week, fed says ,
new york bank discount window borrowings 64 mln dlrs in feb 25 week ,
quebecor head sees new ventures likely,quebecor inc one largest publishing printing companies likely launch new daily newspaper montreal probably fall president pierre peladeau told interview company last week bid buy quebec pct interest pulp paper company donohue inc also likely go ahead plans build new paper mill matane quebec peladeau said would say move ahead daily definite think said adding plans announce decision early next week quebecor revenues mln canadian dlrs last year profit mln dlrs already publishes three daily newspapers including tabloid le journal de montreal circulation paper canada new daily would give montreal second language paper sixth daily newspaper making city crowded metropolitan newspaper market north america analysts said peladeau said market studies indicated new english language tabloid would circulation within six months said waiting determine whether new venture would support major advertisers peladeau together family members owns pct quebecor said recieved offers heads two major canadian companies interested project decided whether would take partners newspaper venture said would consider launching newspaper one companies prelude joint ventures would possibility something else short term peladeau said peladeau said joint acquisition donohue robert british printing communications corp plc bpcl l mean quebecor hold projects peladeau companies teamed buy stake donohue resulted quebecor buying pct stake mln canadian dlrs british printing acquiring pct tremendous shortage newsprint days enough paper print paper peladeau said lived said next time ready peladeau said current total newsprint capacity however already committed buyers quebecor uses metric tons newsprint year company publishes daily mirror newspaper uses tonnes peladeau said even new mln dlr paper machine pct owned new york times nyt adding metric tonne capacity fall companies install another paper machine amos quebec build another mill meet demands said new mill would produce either newsprint types paper would cost mln dlrs could stream two years said mill matane depressed area high unemployment would heavily subsidized government peladeau said interested joint ventures company either newspaper market france u company owns two large printing plants looking expand newspaper empire said sons french citizens would provide entree french market foreigners prevented buying newspapers peladeau said would consider either buying starting daily newspapers france u quebecor also process expanding chain weekly newspapers possible acquisition two groups weekly newspapers u negotiating acquisition two weekly newspaper chains canada peladeau said said company may consider starting daily newspapers two small quebec cities buying radio stations province peladeau said quebecor may also consider trading listing american stock exchange new york stock exchange listing
new york business loans fall mln dlrs,commercial industrial loans books major new york banks excluding acceptances fell mln dlrs billion week ended february federal reserve bank new york said including acceptances loans declined mln dlrs billion commercial paper outstanding nationally dropped mln dlrs billion national business loan data scheduled released friday
bank discount borrowings mln dlrs,eight major new york city banks mln dlrs average borrowings federal reserve week wednesday february fed spokesman said week marked second half bank statement period ended wednesday banks borrowings prior week commenting latest week fed spokesman said borrowing occurred yesterday done fewer half banks national data discount window borrowings due released est gmt
philippine long distance year net,shr primary pesos vs pesos shr diluted pesos vs pesos qtly div pesos vs pesos net billion vs mln revs billion vs billion full name philippine long distance telephone co figures quoted philippine pesos dividend payable april holders record march exchange rate day dividend declaration pesos per dollar
liberty equity fund initial div,qtly div five cts vs n payable april two record march dividend includes special two cts per share period beginning commencement operations novebmer three december
columbia gas system inc redeems debentures,columbia gas systems inc said redeem mln dlrs principal amount pct debentures series due may five mln dlrs principal amount pct debentures series due may company said redeeming debentures meet mandatory sinking fund requirements addition columbia said call optional sinking fund redemption may mln dlrs principal amount debentures mln dlrs pct debentures
combustion engineering inc regular div,qtly div cts vs cts prior pay april record april
tonka corp raises dividend,qtly div two cts vs cts pay march record march
bdm international increases qtrly divs,annual div class cts vs cts prior annual div class b cts vs cts prior payable april one record march full name bdm international inc
sorg stockholders form group,sorg inc said group composed stockholders sorg agreed sell holdings without consent entire group sorg said group also agreed vote body proposed merger election directors company said retained first boston corp act financial advisor company immediately available provide details group aims
systematics inc regular payout,qtly div three cts vs three cts prior pay march record february
texas instruments develops new chip,texas instruments inc said developed first computer chip designed specifically artificial intelligence applications company said new microprocessor measuring square containing transistors densest chip ever made chip designed texas instruments said use lisp langugage used widely software programmers artificial intelligence field company added working production version chip
consolidated gas says rules broken,consolidated natural gas consolidated gas transmission corp said compliance federal regulations regarding disposal polychlorinated biphenyls pcbs company said successfully cleaned earthen pit pcbs reported environmental protection agency standards
u.s. m-1 money supply rises 2.1 billion dlrs in feb 16 week, fed says ,
year net,shr dlrs vs dlrs net vs revs billion vs billion results include extraordinary gain dlrs six cts share secondary share offering canron unit
u.s. bank discount borrowings average 310 mln dlrs in feb 25 week, fed says ,
u.s. bank net free reserves 644 mln dlrs in two weeks to feb 25, fed says ,
investment firms cut cyclops stake,group affiliated new york investment firms said lowered stake cyclops corp shares pct total outstanding common stock shares pct filing securities exchange commission group led mutual shares corp said sold cyclops common shares feb mln dlrs
ascs terminal market values pik grain,agricultural stabilization conservation service ascs established unit values commodities offered government stocks redemption commodity credit corporation commodity certificates effective next business day price per bushel u dollars sorghum priced per cwt corn yellow grade wheat hrw hrs srw sww durum chicago ill track toledo memphis peoria denver evansville cincinnati minneapolis baltimore norf phil kansas city st louis amarillo lubbock hrw hrs srw sww durum lou gulf portland seattle stockton l duluth tex gulf corn brly oats rye soyb sorg chicago ill track toledo memphis peoria denver evnsvlle cinci mpls balt phil kc st lo amarlo lubbck lou gulf port seattle stockton la duluth tex gulf
coradian corp qtr net,shr profit three cts vs loss three cts net profit vs loss revs vs year shr profit one cent vs loss cts net profit vs loss revs mln vs mln avg shrs vs
,
trading bank deposit growth rises slightly,new trading bank seasonally adjusted deposit growth rose pct january compared rise pct december reserve bank said total deposits rose pct compared pct increase december year pct rise year ago period said weekly statistical release total deposits rose billion n z dlrs january compared billion december billion january
,
,
,
world market price upland cotton usda,u agriculture department announced prevailing world market price adjusted u quality location strict low middling inch upland cotton cts per lb effect midnight march adjusted world price average u producing locations near lubbock texas adjusted qualities locations price used determining first handler cotton certificate payment rates based data week ended february adjusted world price upland cotton determined follows cts per lb northern european price adjustments average u spot mkt location slm inch cotton average u location sum adjustments adjusted world price
sugar quota imports detailed usda,u agriculture department said cumulative sugar imports individual countries quota year began january ends december follows quota allocations quota year short tons raw value cumulative quota imports allocations argentina nil australia nil barbados nil belize nil bolivia nil brazil nil canada nil quota imports allocations colombia congo nil costa rica nil ivory coast nil dom rep ecuador nil el salvador nil fiji nil gabon nil quota imports allocations guatemala nil guyana nil haiti nil honduras nil india nil jamaica nil madagascar nil malawi nil quota imports allocations mauritius nil mexico mozambique nil panama nil papua new guinea nil paraguay nil peru nil philippines nil st nevis nil quota imports allocations swaziland nil taiwan nil thailand nil nil uruguay nil zimbabwe nil
grain ships loading portland,seven grain ships loading six ships waiting load portland according portland merchants exchange
iran announces end major offensive gulf war,iran announced tonight major offensive iraq gulf war ended dealing savage blows baghdad government iranian news agency irna report received london said operation launched iraq january quoted joint statewment iranian army revolutionary guards corps saying forces dealt one severest blows iraqi war machine history war statement iranian high command appeared herald close assault port city basra southern iraq operation launched time baghdad government spreading extensive propaganda resistance power army said statement quoted irna claimed massive victories offensive called supporters baghdad come senses discontinue support called tottering regime iraq iran said forces liberated square kilometers territory offensive taken islands townships rivers part road leading basra iranian forces full control areas statement said said iraqi brigades battalions totally destroyed along tanks vehicles victory list also included warplanes downed aircraft guns pieces military hardware destroyed seizure tanks armoured personnel carriers
meridian bancorp inc sets regular payout,qtly div cts vs cts prior pay april one record march
bank discount borrowings mln dlrs,u bank discount window borrowings less extended credits averaged mln dlrs week wednesday february federal reserve said fed said overall borrowings week fell mln dlrs mln dlrs extended credits mln dlrs mln dlrs week second half statement period net borrowings prior week averaged mln dlrs commenting statement period ended february fed said banks average net free reserves mln dlrs day billion two weeks earlier federal reserve spokesman told press briefing large single day net misses reserve projections week wednesday said natural float acting bit strangely time year noting poor weather latest week spokesman said natural float ranged mln dlrs friday could give reason nearly one billion dlrs thursday wednesday fed spokeman could give reason high float said mln dlrs float figure due holdover transportation float two widely separated fed districts week whole said float related adjustments small adding fell negative mln dlrs tuesday due number corrections unrelated cash letter errors six districts around country spokesman said tuesday wednesday two different clearing banks system problems securities federal funds wires held open est days however said problems cleared afternoons evidence reserve impact week ended wednesday pct net discount window borrowings made smallest banks pct large money center banks pct large regional institutions wednesday pct borrowing accounted money center banks pct large regionals pct smallest banks fed spokesman said banking system excess reserves thursday monday tuesday deficit friday wedndsday produced small daily average deficit week whole period said relatively high excess reserves daily avearge almost smallest banks
american express seen possible spinnoff,american express co remained silent market rumors would spinoff part shearson lehman brothers inc analysts said company may considering move unhappy market value stock american express stock got lift rumor market calculated partially public shearson may command good market value thereby boosting total value american express rumor also accompanied talk financial services firm would split stock boost dividend american express closed new york stock exchange heavy volume american express would comment rumors stock activity analysts said comments company meeting tuesday helped fuel rumors announcement yesterday management changes meeting company officials said american express stock undervalued fully reflect performance shearson according analysts yesterday shearson said elevating chief operating officer jeffery lane added position president vacant also created four new positions chairmen operating divisions analysts speculated partial spinoff would make sense contrary one variation market rumors total spinoff analysts however disagreed spinoff shearson would good since strong profit center american express contributing pct earnings last year think highly unlikely american express going sell shearson said perrin long lipper analytical questioned would better investment profitable securities firm several analysts said american express need cash might reason sell part strong asset others believe company could well considered option spinning part shearson one rumor suggests selling pct market larry eckenfelder securities said believes american express could considered partial spinoff past shearson profitable would fetched big premium market place book value mln dlr range shearson market place would probably worth three bilion dlrs terms market capitalization said eckenfelder analysts said american express could use capital since plans expand globally enormous internal growth plans takes capital want stock reflect realistic valuations enhance ability make kinds endeavors road said e f hutton group analyst michael lewis outlined fact investing heavily future goes heavily international arena said lewis preclude acquisitions divestitures along way said lewis said american express reduced exposure brokerage business selling part shearson stock might better reflect assets travel related services business could find true water mark lesser exposure brokerage value components could command higher multiple constitute higher percentage total operating earnings company said lewis said shearson contributed mln operating earnings mln dlrs
money supply rose billion dlrs,u money supply rose billion dlrs seasonally adjusted billion dlrs february week federal reserve said previous level revised billion dlrs billion dlrs moving average rose billion dlrs billion economists polled said anywhere four billion dlrs billion dlrs average forecast called mln dlr rise
general binding marketing agreement,general binding corp said reached marketing agreement varitronic systems inc manufacturer marketer electronic lettering systems terms agreement general binding carry merlin express presentation lettering system portable lettering system produces type tape
liberty sets initial payout,liberty equity fund said declared initial dividend five cts per share payable april two shareholders record march said dividend includes quarterly dividend three cts share special payout two cts share covers period november three fund began operations december fund said quarterly dividend rate may fluctuate future
coca cola unit world film venture,entertainment business sector inc unit said formed joint venture affiliate world film services acquire produce distribute television programming around world world film services formed chairman john heyman produce films
ford motor credit redeem debentures,ford motor co said ford motor credit co april one redeem mln dlrs pct debentures due april said debentures redeemable price pct principal april interest payment date debentures accrued interest payable redemption date part redemption proceeds debentures selected redemption pro rata basis ford said
sterling software note holders ok buy,sterling software inc said received consent majority holders eight pct convertible sernior subordinated debentures required purchase shares common company said may buy stock discretion depending market conditions
homes makes initial stock offer,schult homes corp announced initial public offering units five dlrs per unit said janney montgomery scott inc woolcott co managing underwriters offering said unit consists one common share one warrant buy share common warrant entitle holders buy common share dlrs per full share march one september one thereafter dlrs per full share march said
fluor unit gets construction contract,fluor corp said fluor daniel unit received contract union carbide corp uk covering design procurement construction megawatt combined cycle cogeneration facility seadrift texas value contract disclosed
suffield financial corp sells stock,suffield financial corp said jon googel benjamin sisti colonial realty west hartford conn purchased shares stock company said purchase equals pct outstanding shares
point financial sets offering,high point financial corp said filed registration statement securities exchange commission covering six mln dlrs principal amount redeemable subordinated debentures due march one cancellable mandatory stock purchase contracts requiring purchase mln dlrs common later march one said offering underwritten ryan beck co west orange n j
chinese pork output seen lower usda,high feed prices cause chinese reduce hog herd growth pork production year u agriculture department said world production trade report department said hog numbers start estimated mln head slightly mln head earlier projections pork production pct mln tonnes slightly earlier estimates said production projected fall mln tonnes feed prices end january reported pct levels department said
landmark bancshares listed nyse,landmark bancshares corp said expects stock begin trading march new york stock exchange company whose stock traded american stock exchange since november said retain symbol lbc trading begins big board
ivaco sees minimal first quarter earnings,ivaco inc said price pressure steel products particularly u recent increase value canadian dollar expected result minimal first quarter earnings said subsequent quarters show substantial improvement first quarter levels earnings reach levels long conditions continue ivaco earlier reported profit rose mln dlrs one mln dlr extraordinary gain mln dlrs previous year said demand products continuing high levels sales expected show growth revenues last year rose billion dlrs billion dlrs
grain carloadings fall week,u grain carloadings totaled cars week ended february pct previous week pct corresponding week year ago association american railroads reported grain mill product loadings week totalled cars pct previous week pct week year earlier association said
hong kong firm ups stake pct,industrial equity pacific ltd hong kong investment firm said raised stake wrather corp shares pct total outstanding common stock shares pct filing securities exchange commission industrial equity principally owned brierley investments ltd publicly held new zealand company said bought wrather common shares feb mln dlrs first disclosed stake wrather earlier month said bought stock investment purposes
coleco industries inc qtr,shr loss dls vs profit cts net loss mln vs profit mln revs mln vs mln year shr loss dlrs vs profit dlrs net loss mln vs profit mln revs mln vs mln
diamond shamrock cuts crude prices,diamond shamrock corp said effective today cut contract prices crude oil dlrs barrel reduction brings posted price west texas intermediate dlrs barrel copany said price reduction today made light falling oil product prices weak crude oil market company spokeswoman said diamond latest line u oil companies cut contract posted prices last two days citing weak oil markets
liebert corp approves merger,liebert corp said shareholders approved merger subsidiary emerson electric co emr terms merger liebert shareholder receive shares emerson stock liebert share
northern telecom proposes two-for-one stock split ,
coleco industries sees profit,coleco industries inc said expects return profitability earlier coleco reported net loss mln dlrs year ended december compared profit mln dlrs year earlier prepared statement company said dramatic swing operating results due primarily steep decline sales cabbage patch kids products mln dlrs mln dlrs coleco said changed single product company diversified organization four major acquisitions last year products new acquisitions new product introductions expected enable return profitability said annual toy fair earlier month vice president morton handel said projected earnings cts share sales mln dlrs reasonable
olin corp elect new ceo april,olin corp said board elect april john johnstone jr chief executive officer company said succeed john henske also chairman said johnstone president chief operating officer henske served ceo since chairman since continue chairman retirement june
,
,
gulf applied technologies sells units,gulf applied technologies inc said sold subsidiaries engaged pipeline terminal operations mln dlrs company said sale subject certain post closing adjustments explain
investment group raises robeson stake,group affiliated investment firms led fundamental management corp said raised stake robeson industries corp shares pct total pct filing securities exchange commission group said bought robeson common shares jan feb dlrs group said may buy shares plans study operations afterwards may recommend management make changes operations fundamental management chairman carl singer recently elected robeson board
gao likely show certs costly cash,study grain certificates due shortly government accounting office gao could show certificates cost government pct cash outlays administration industry sources said analysis gao obtained agriculture department office management budget suggests certificates cost cash payments gao official told gao preparing certificate study specific request sen jesse helms c former chairman senate agriculture committee report focus cost certificates compared cash scheduled released mid march cost certificates said gao source depends impact usda loan program gao determines certificates encourage loan entries cause loan forfeitures net cost program would go however determined certificates caused government grain stockpile decrease cost effect certificates would less gao likely suggest whether certificates program slowed expanded gao official said negative report certificates fuel fire certificates weigh heavily least increase certificate program agricultural consultant said omb said expansion program usda remains firmly committed
venezuela seeks,venezuela seeking attitude creditor banks current talks reschedule billion dlrs foreign debt finance minister manuel azpurua told press conference declined comment meetings week new york public finances director jorge marcano advisory committee except say progressing azpurua said venezuela shown solidarity decision suspend payments country must negotiate according interest asked comment agreement creditors today includes interest rate margin one pct libor azpurua said good news according banking sources latest offer venezuela also one pct margin last pct rescheduling accord pct venezuela wants azpurua said four basic elements negotiated banks spread reduction deferral principal payments due lenghtening year repayment schedule debt capitalization schemes azpurua said governent plans pay billion dlrs public private debt principal year due amortize billion dlrs rescheduling pay mln dlrs principal public sector said original proposal pay principal restructured debt year insisting makes payments compensated new bank loans banking sources said committee prepared lower amortizations around mln dlrs year direct commitment likely new loans debtors bank creditors joint responsibility lasting solution unless positive flow financing guaranteed azpurua said however appeared discard earlier venezuelan proposals direct link oil income debt payments circumstances change quickly time said government presently studying possible mechanisms capitlizing public private sector foreign debt based experience countries rules would published finance ministry central bank
dahlberg inc qtr net,shr profit cts vs loss seven cts net profit vs loss revs mln vs year shr profit five cts vs profit cts net profit vs profit revs mln vs mln avg shrs mln vs mln year includes weeks
city national corp raises dividend,shr cts vs cts pay april record march
petroleum year loss,shr loss dlrs vs loss dlrs net loss mln vs loss mln revs mln vs mln net includes nine mln dlr extraordinary loss oil gas writedowns unrealized foreign exchange losses vs loss mln dlrs
thomson mckinnon cmo offering priced,thomson mckinnon mortgage assets corp unit thomson mckinnon inc offering mln dlrs collateralized mortgage obligations three tranches include floating rate inverse floating rate cmos floating rate class amounts mln dlrs average life years matures cmos initial coupon pct reset basis points libor said sole manager thomson mckinnon inverse floater totals mln dlrs average life years matures cmos given initial coupon pct priced subsequent rates inverse floater equal pct minus product three times libor minus pct thomson officer explained coupon inverse floating rate tranche would increase libor declined yield floats opposite libor said tranche totals mln dlrs average life years matures cmos assigned pct coupon par pricing issue rated aaa standard secured federal home loan mortgage corp freddie mac certificates
